ControlSet,CacheEntryPosition,Path,LastModifiedTimeUTC,Executed,Duplicate,SourceFile
1,212,00000000	0001082000010000	000a00004a610000	8664	king.com.CandyCrushSaga	kgqvnymyfvs32	,,NA,False,Live Registry
1,213,00000009	0003000029df0000	000a000047ba0000	8664	A97ECD55.KYOCERAPrintCenter	kqmhh0ktdt7dg	,,NA,False,Live Registry
1,214,00000009	3e8537f64e7a0000	000a00004a640000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,,NA,False,Live Registry
1,215,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.20090.0_x64__8wekyb3d8bbwe\Application,2021-08-11 16:48:42,NA,False,Live Registry
1,216,00000009	3e8537f64e7a0000	000a00004c610000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,,NA,False,Live Registry
1,217,C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.2106.1801.0_x64__8wekyb3d8bbwe\Application,2021-08-11 16:48:21,NA,False,Live Registry
1,218,00000009	0001083a07090000	000a00004c980000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	,,NA,False,Live Registry
1,219,00000009	0002f29b17720000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.6	8wekyb3d8bbwe	,,NA,False,Live Registry
1,220,00000000	0002f29b17720000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.6	8wekyb3d8bbwe	,,NA,False,Live Registry
1,221,C:\Users\john\AppData\Local\Temp\99C74874-4286-409F-974D-7B0005229266\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,222,C:\WINDOWS\system32\DellTPad\Apoint.exe,2019-12-12 14:25:46,NA,False,Live Registry
1,223,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,2020-12-02 22:38:14,NA,False,Live Registry
1,224,C:\Users\john\AppData\Local\Temp\D43B27AB-1A29-45C9-9C52-7E9CBF6F37E2\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,225,C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe,2020-12-02 22:45:24,NA,False,Live Registry
1,226,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe,2020-12-02 22:38:14,NA,False,Live Registry
1,227,C:\WINDOWS\system32\compattelrunner.exe,2021-07-22 07:50:15,NA,False,Live Registry
1,228,C:\WINDOWS\SysWOW64\expand.exe,2019-12-07 09:09:26,NA,False,Live Registry
1,229,C:\WINDOWS\System32\expand.exe,2019-12-07 09:08:52,NA,False,Live Registry
1,230,C:\PROGRA~2\Citrix\ICA Client\WFICA32.EXE,2021-04-20 06:30:40,NA,False,Live Registry
1,231,C:\Program Files (x86)\Citrix\ICA Client\wfica32.exe,2021-04-20 06:30:40,NA,False,Live Registry
1,232,C:\WINDOWS\system32\LogonUI.exe,2019-12-07 09:08:19,NA,False,Live Registry
1,233,C:\WINDOWS\system32\whoami.exe,2019-12-07 09:09:51,NA,False,Live Registry
1,234,C:\WINDOWS\system32\chcp.com,2019-12-07 09:09:37,NA,False,Live Registry
1,235,C:\Program Files\Palo Alto Networks\Traps\CyveraConsole.exe,2021-05-30 09:15:28,NA,False,Live Registry
1,236,C:\ProgramData\Cyvera\LocalSystem\Download\payload_execution\cortex-xdr-payload.exe,2021-08-08 14:09:54,NA,False,Live Registry
1,237,C:\Windows\Downloaded Program Files\wa_3rd_party_host_32.exe,2021-01-19 02:50:32,NA,False,Live Registry
1,238,C:\Program Files\Palo Alto Networks\Traps\cytool.exe,2021-05-30 09:15:36,NA,False,Live Registry
1,239,C:\Windows\Downloaded Program Files\F5PolicyServer.exe,2020-01-08 10:12:28,NA,False,Live Registry
1,240,C:\Windows\Downloaded Program Files\F5Win32CheckHelper.exe,2020-01-08 10:25:06,NA,False,Live Registry
1,241,C:\Windows\Downloaded Program Files\f5epi.exe,2020-01-08 10:12:30,NA,False,Live Registry
1,242,0000000b	005c000003860043	000c000000000000	8664	Microsoft.MicrosoftEdge.Stable	8wekyb3d8bbwe	,,NA,False,Live Registry
1,243,C:\Program Files (x86)\Microsoft\Edge\Application\92.0.902.67\identity_helper.exe,2021-08-05 06:44:50,NA,False,Live Registry
1,244,C:\Users\john\AppData\Local\Temp\1C87846A-487E-4BFD-B569-5433DFACA8B2\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,245,C:\Program Files (x86)\Microsoft\Edge\Application\92.0.902.67\BHO\ie_to_edge_stub.exe,2021-08-05 06:44:50,NA,False,Live Registry
1,246,C:\WINDOWS\system32\IESettingSync.exe,2021-07-22 07:50:46,NA,False,Live Registry
1,247,C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE,2019-12-06 20:00:00,NA,False,Live Registry
1,248,C:\Users\john\AppData\Local\Temp\FCFF92BC-C72A-4A85-A510-57CE3E3E3A45\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,249,C:\WINDOWS\TEMP\2D24E319-8840-4880-80A6-A8594B526CCD\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,250,C:\WINDOWS\system32\taskhostw.exe,2021-07-22 07:50:22,NA,False,Live Registry
1,251,C:\Windows\System32\mousocoreworker.exe,2021-07-22 07:50:11,NA,False,Live Registry
1,252,C:\WINDOWS\system32\SearchIndexer.exe,2021-07-22 07:50:07,NA,False,Live Registry
1,253,C:\WINDOWS\TEMP\C3CECA05-8F96-4DF7-94D6-2669C79D9C8F\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,254,C:\Program Files (x86)\ExpressVPN\expressvpnd\expressvpnd.exe,2019-11-01 02:23:14,NA,False,Live Registry
1,255,C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe,2020-12-14 14:40:06,NA,False,Live Registry
1,256,C:\Program Files (x86)\ExpressVPN\bootstrap\amd64\nssm.exe,2019-11-01 02:25:06,NA,False,Live Registry
1,257,C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_45855586d601d062\IntelCpHeciSvc.exe,2021-01-19 17:57:14,NA,False,Live Registry
1,258,C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_45855586d601d062\IntelCpHDCPSvc.exe,2021-01-19 17:57:12,NA,False,Live Registry
1,259,00000009	007808a40dca0000	000a00007fff0000	8664	MicrosoftWindows.Client.CBS	cw5n1h2txyewy	,,NA,False,Live Registry
1,260,C:\Users\john\AppData\Local\Temp\E1102C98-1691-4C05-93A9-7D2A20373783\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,261,C:\WINDOWS\SysWOW64\config\systemprofile\Citrix\UpdaterBinaries\56d9477e-f7ab-4c73-91ef-cd7cb361c3ac\CitrixReceiverUpdater.exe,2021-05-03 01:00:04,NA,False,Live Registry
1,262,00000009	000a524527890000	000a00004bc80000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	,,NA,False,Live Registry
1,263,00000009	0001083704940000	000a00004c980000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	,,NA,False,Live Registry
1,264,C:\Users\john\AppData\Local\Temp\58F825C9-66E1-4145-9B0E-B3DD1570941E\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,265,00000009	3e85347251b80000	000a00004c610000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,,NA,False,Live Registry
1,266,D:\Rapid7Setup-Windows64.exe,2020-10-19 07:43:04,NA,False,Live Registry
1,267,C:\WINDOWS\system32\DrvInst.exe,2021-07-22 07:50:24,NA,False,Live Registry
1,268,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.2101.28.0_x64__8wekyb3d8bbwe\Application,2021-06-09 07:46:37,NA,False,Live Registry
1,269,00000009	000a0835001c0000	000a000045630000	8664	Microsoft.WindowsAlarms	8wekyb3d8bbwe	,,NA,False,Live Registry
1,270,C:\Users\john\AppData\Local\Temp\34006B3F-DAA2-42EF-8289-FFB0F5A47167\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,271,C:\Program Files (x86)\Microsoft Visual Studio\Installer.d816e98e91b646b898b4f3a4c3521b47\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,2021-08-08 18:33:56,NA,False,Live Registry
1,272,C:\Users\john\Desktop\Everything\Forensics_tools\PECmd\PECmd.exe,2021-03-20 15:58:28,NA,False,Live Registry
1,273,C:\Windows\HelpPane.exe,2021-07-22 07:50:44,NA,False,Live Registry
1,274,C:\Windows\hh.exe,2019-12-07 09:09:39,NA,False,Live Registry
1,275,C:\Windows\bfsvc.exe,2021-07-22 07:49:56,NA,False,Live Registry
1,276,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfobluetooth.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,277,00000000	000f0049007c0000	000a000047ba0000	8664	Microsoft.SkypeApp	kzf8qxf38zg5c	,,NA,False,Live Registry
1,278,C:\Program Files\Microsoft Office\root\Office16\lynchtmlconv.exe,2021-08-12 17:02:31,NA,False,Live Registry
1,279,C:\WINDOWS\SysWOW64\reg.exe,2019-12-07 09:09:57,NA,False,Live Registry
1,280,C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.73.124.0_x86__kzf8qxf38zg5c\Skype\Skype.exe,2021-07-16 06:45:50,NA,False,Live Registry
1,281,C:\Windows\System32\icacls.exe,2019-12-07 09:09:33,NA,False,Live Registry
1,282,C:\Users\john\AppData\Local\Temp\is-8AGGQ.tmp\CodeSetup-stable-379476f0e13988d90fab105c5c19e7abc8b1dea8.tmp,2021-08-08 18:41:07,NA,False,Live Registry
1,283,C:\Users\john\AppData\Local\Temp\vscode-update-user-x64\CodeSetup-stable-379476f0e13988d90fab105c5c19e7abc8b1dea8.exe,2021-08-08 18:41:03,NA,False,Live Registry
1,284,C:\WINDOWS\system32\rmclient.exe,2019-12-07 09:09:07,NA,False,Live Registry
1,285,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\DDConfigCA.exe,2020-10-19 16:16:07,NA,False,Live Registry
1,286,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\vsfinalizer.exe,2020-10-19 16:16:10,NA,False,Live Registry
1,287,C:\ProgramData\Package Cache\{74d0e5db-b326-4dae-a6b2-445b9de1836e}\VC_redist.x86.exe,2021-06-27 07:16:22,NA,False,Live Registry
1,288,C:\WINDOWS\Temp\{BB1FA4DA-C4FF-4235-91AB-AE79C5053A38}\.be\VC_redist.x86.exe,2021-08-08 18:34:45,NA,False,Live Registry
1,289,C:\WINDOWS\Temp\{AA4723E9-E9AD-486F-91C3-5304B934A165}\.cr\VC_redist.x86.exe,2021-08-08 18:34:44,NA,False,Live Registry
1,290,"C:\ProgramData\Microsoft\VisualStudio\Packages\Microsoft.VisualCpp.Redist.14,version=14.27.29112,chip=x86\VC_redist.x86.exe",2021-08-08 18:34:43,NA,False,Live Registry
1,291,C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\common7\ide\vsinitializer.exe,2020-10-19 16:16:10,NA,False,Live Registry
1,292,C:\Program Files (x86)\Microsoft Visual Studio\Installer\vs_installer.windows.exe,2021-08-13 11:49:06,NA,False,Live Registry
1,293,C:\Program Files (x86)\Microsoft Visual Studio\Installer.d816e98e91b646b898b4f3a4c3521b47\setup.exe,2021-08-08 18:33:56,NA,False,Live Registry
1,294,C:\program files (x86)\microsoft visual studio\installer\vs_installer.exe,2021-08-08 18:33:56,NA,False,Live Registry
1,295,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe,2021-08-05 18:06:40,NA,False,Live Registry
1,296,C:\Users\john\AppData\Local\Temp\5vuglvwm.mh1\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,2021-08-08 14:24:42,NA,False,Live Registry
1,297,C:\Users\john\AppData\Local\Temp\79786EB7-806A-4D89-B7EC-8CAFB1A821A7\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,298,0000000b	03e84a6103ff0000	03e84a6103ff0000	8664	NcsiUwpApp	8wekyb3d8bbwe	neutral,,NA,False,Live Registry
1,299,0000000b	000a00004a6103ff	000a00004a6103ff	8664	Microsoft.Windows.ShellExperienceHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,300,0000000b	000a00004a6103ff	000a00004a6103ff	8664	Microsoft.Windows.StartMenuExperienceHost	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,301,C:\Program Files (x86)\Dropbox\Client\128.4.2870\QtWebEngineProcess.exe,2021-08-05 20:39:40,NA,False,Live Registry
1,302,C:\WINDOWS\TEMP\902B688F-37E3-475E-95CB-6EF8C10E5922\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,303,C:\WINDOWS\SysWOW64\regsvr32.exe,2019-12-07 09:10:04,NA,False,Live Registry
1,304,C:\Program Files (x86)\Dropbox\Client_128.4.2870\Dropbox.exe,2021-08-05 20:37:10,NA,False,Live Registry
1,305,C:\Program Files (x86)\Dropbox\Update\Install\{789DA9ED-CE8B-48C9-B74C-B67B548553DF}\DropboxClient_128.4.2870.exe,2021-08-05 20:48:23,NA,False,Live Registry
1,306,0000000b	0001000e00024a61	000a00004a610000	8664	Microsoft.Windows.Search	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,307,0000000b	000a00004a6103ff	000a000000000000	8664	Microsoft.Windows.ContentDeliveryManager	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,308,0000000b	03e84a6103ff0000	000a0000295b0000	8664	Microsoft.AAD.BrokerPlugin	cw5n1h2txyewy	neutral,,NA,False,Live Registry
1,309,\\?\C:\WINDOWS\system32\wbem\WMIADAP.EXE,2021-07-22 07:49:57,NA,False,Live Registry
1,310,C:\Program Files\Dell\DellDataVault\DDVCollectorSvcApi.exe,2021-07-13 09:55:42,NA,False,Live Registry
1,311,C:\Program Files\Dell\DellDataVault\DDVDataCollector.exe,2021-07-13 09:55:18,NA,False,Live Registry
1,312,C:\Program Files\winlogbeat\winlogbeat.exe,2020-07-21 15:25:38,NA,False,Live Registry
1,313,C:\Program Files (x86)\Google\Chrome\Application\92.0.4515.131\Installer\setup.exe,2021-08-04 07:25:09,NA,False,Live Registry
1,314,C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe,2021-07-16 22:23:10,NA,False,Live Registry
1,315,C:\WINDOWS\system32\sppsvc.exe,2021-07-22 07:50:22,NA,False,Live Registry
1,316,C:\Program Files (x86)\Google\Update\1.3.36.102\GoogleUpdateOnDemand.exe,2021-08-04 18:06:11,NA,False,Live Registry
1,317,C:\WINDOWS\system32\SgrmBroker.exe,2021-07-22 07:50:41,NA,False,Live Registry
1,318,C:\WINDOWS\system32\wermgr.exe,2021-07-22 07:50:18,NA,False,Live Registry
1,319,C:\Program Files\Common Files\McAfee\CSP\3.1.286.0\McCSPServiceHost.exe,2019-06-13 07:56:28,NA,False,Live Registry
1,320,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,2019-09-21 11:18:33,NA,False,Live Registry
1,321,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfostorage.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,322,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfosystemboard.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,323,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfocommunication.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,324,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfodirect.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,325,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfosoftware.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,326,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfovideocapture.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,327,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfosmbios2.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,328,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfoperipheral.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,329,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfocsmi.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,330,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\pcdrsysinfocpu_x86.p5x,2021-07-05 19:55:50,NA,False,Live Registry
1,331,C:\Program Files (x86)\Dell\UpdateService\ServiceShell.exe,2021-05-27 18:52:28,NA,False,Live Registry
1,332,C:\Program Files\Dell\SupportAssistAgent\PCD\SupportAssist\Dsapi.exe,2021-07-05 19:55:54,NA,False,Live Registry
1,333,C:\Program Files\Dell\DellDataVault\DDVRulesProcessor.exe,2021-07-13 09:51:56,NA,False,Live Registry
1,334,C:\Program Files\Waves\MaxxAudio\WavesSvc64.exe,2018-11-04 10:21:36,NA,False,Live Registry
1,335,C:\WINDOWS\system32\runonce.exe,2021-07-22 07:50:21,NA,False,Live Registry
1,336,C:\Program Files (x86)\CCleaner Browser\Update\1.8.1067.0\CCleanerBrowserCrashHandler64.exe,2021-03-22 21:04:35,NA,False,Live Registry
1,337,C:\Program Files (x86)\CCleaner Browser\Update\1.8.1067.0\CCleanerBrowserCrashHandler.exe,2021-03-22 21:04:35,NA,False,Live Registry
1,338,C:\Program Files (x86)\Dropbox\Update\1.3.485.1\DropboxCrashHandler.exe,2021-06-24 18:19:18,NA,False,Live Registry
1,339,C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_45855586d601d062\igfxEM.exe,2021-01-19 17:56:54,NA,False,Live Registry
1,340,C:\Program Files (x86)\Dropbox\Update\DropboxUpdate.exe,2021-08-13 07:59:19,NA,False,Live Registry
1,341,C:\Program Files (x86)\CCleaner Browser\Update\CCleanerBrowserUpdate.exe,2021-03-22 21:04:35,NA,False,Live Registry
1,342,C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe,2019-11-08 22:44:00,NA,False,Live Registry
1,343,C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe,2021-05-30 09:15:38,NA,False,Live Registry
1,344,C:\WINDOWS\SYSTEM32\netsh.exe,2019-12-07 09:09:33,NA,False,Live Registry
1,345,C:\WINDOWS\system32\WLANExt.exe,2019-12-07 09:08:13,NA,False,Live Registry
1,346,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.1081_none_7e3d47227c694b34\TiWorker.exe,2021-07-22 07:41:27,NA,False,Live Registry
1,347,C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\Ngen.exe,2020-12-02 22:38:14,NA,False,Live Registry
1,348,C:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\Ngen.exe,2020-12-02 22:45:24,NA,False,Live Registry
1,349,C:\WINDOWS\SysWOW64\net1.exe,2021-07-22 07:50:52,NA,False,Live Registry
1,350,C:\WINDOWS\SysWOW64\net.exe,2019-12-07 09:09:57,NA,False,Live Registry
1,351,C:\WINDOWS\SysWOW64\sc.exe,2019-12-07 09:09:57,NA,False,Live Registry
1,352,C:\Program Files (x86)\ExpressVPN\expressvpnd\windows\xvutil\XvUtil.exe,2019-11-01 02:26:54,NA,False,Live Registry
1,353,C:\WINDOWS\system32\net1.exe,2021-07-22 07:50:43,NA,False,Live Registry
1,354,C:\WINDOWS\System32\net.exe,2019-12-07 09:09:33,NA,False,Live Registry
1,355,C:\Program Files\Fortinet\FortiClient\FortiSettings.exe,2019-10-11 10:08:36,NA,False,Live Registry
1,356,C:\Program Files\Fortinet\FortiClient\FortiSSLVPNdaemon.exe,2019-10-11 10:08:20,NA,False,Live Registry
1,357,C:\Program Files\Palo Alto Networks\Traps\cyserver.exe,2021-05-30 09:15:28,NA,False,Live Registry
1,358,C:\Program Files\Fortinet\FortiClient\fccomint.exe,2019-10-11 10:08:12,NA,False,Live Registry
1,359,C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe,2020-09-23 06:31:48,NA,False,Live Registry
1,360,C:\WINDOWS\System32\jhi_service.exe,2019-02-19 04:24:26,NA,False,Live Registry
1,361,C:\Program Files (x86)\CheckPoint\Endpoint Connect\TracSrvWrapper.exe,2019-12-04 15:05:20,NA,False,Live Registry
1,362,C:\WINDOWS\system32\WirelessKB850NotificationService.exe,2018-05-14 17:32:16,NA,False,Live Registry
1,363,C:\Program Files\Waves\MaxxAudio\WavesSysSvc64.exe,2018-11-04 10:21:36,NA,False,Live Registry
1,364,C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe,2020-06-04 21:06:38,NA,False,Live Registry
1,365,C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe,2020-04-16 05:15:40,NA,False,Live Registry
1,366,C:\Program Files\Fortinet\FortiClient\FCDBLog.exe,2019-10-11 10:08:12,NA,False,Live Registry
1,367,C:\Program Files\SonicWall\Global VPN Client\SWGVCSvc.exe,2020-04-16 14:47:12,NA,False,Live Registry
1,368,C:\WINDOWS\Intel\Intel(R) Management Engine Components\LMS\LMS.exe,2019-04-03 05:14:38,NA,False,Live Registry
1,369,C:\Windows\System32\regsvr32.exe,2019-12-07 09:09:46,NA,False,Live Registry
1,370,C:\WINDOWS\system32\cAVS\Intel(R) Audio Service\IntelAudioService.exe,2018-11-19 01:05:38,NA,False,Live Registry
1,371,C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_34687bf44d0a152a\lib\TPMProvisioningService.exe,2019-02-15 03:32:54,NA,False,Live Registry
1,372,C:\Windows\system32\IProsetMonitor.exe,2019-07-31 18:05:06,NA,False,Live Registry
1,373,C:\WINDOWS\System32\Intel\DPTF\esif_uf.exe,2018-08-30 09:06:48,NA,False,Live Registry
1,374,C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe,2021-01-25 19:55:56,NA,False,Live Registry
1,375,C:\Program Files (x86)\CheckPoint\Endpoint Connect\Watchdog\EPWD.exe,2019-12-04 07:09:00,NA,False,Live Registry
1,376,C:\WINDOWS\system32\DbxSvc.exe,2021-08-05 20:33:10,NA,False,Live Registry
1,377,C:\Program Files (x86)\Citrix\ICA Client\Receiver\UpdaterService.exe,2021-05-03 01:00:20,NA,False,Live Registry
1,378,C:\Program Files\Docker\Docker\com.docker.service,2020-02-21 08:43:44,NA,False,Live Registry
1,379,C:\WINDOWS\system32\DellTPad\HidMonitorSvc.exe,2019-12-12 14:26:00,NA,False,Live Registry
1,380,C:\Program Files\Fortinet\FortiClient\FortiScand.exe,2019-10-11 10:08:20,NA,False,Live Registry
1,381,C:\WINDOWS\System32\HostStorageService.exe,2018-05-24 14:26:24,NA,False,Live Registry
1,382,C:\WINDOWS\System32\HostControlService.exe,2018-05-24 14:26:24,NA,False,Live Registry
1,383,C:\WINDOWS\System32\spoolsv.exe,2021-07-22 07:49:56,NA,False,Live Registry
1,384,C:\Program Files\Fortinet\FortiClient\scheduler.exe,2019-10-11 10:08:26,NA,False,Live Registry
1,385,C:\WINDOWS\system32\wbem\unsecapp.exe,2021-07-22 07:49:57,NA,False,Live Registry
1,386,C:\Program Files\Realtek\Audio\HDA\RtkAudioService64.exe,2019-04-11 18:04:00,NA,False,Live Registry
1,387,C:\WINDOWS\TEMP\2AF76B9A-4F93-435A-8657-54532E100DB7\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,388,c:\windows\system32\NetCfgNotifyObjectHost.exe,2019-12-07 09:09:05,NA,False,Live Registry
1,389,C:\WINDOWS\System32\DriverStore\FileRepository\igdlh64.inf_amd64_45855586d601d062\igfxCUIService.exe,2021-01-19 17:56:40,NA,False,Live Registry
1,390,C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe,2020-11-20 12:11:56,NA,False,Live Registry
1,391,C:\WINDOWS\system32\dashost.exe,2019-12-07 09:08:37,NA,False,Live Registry
1,392,C:\WINDOWS\System32\UshUpgradeService.exe,2018-05-24 14:26:30,NA,False,Live Registry
1,393,C:\WINDOWS\system32\dwm.exe,2021-07-22 07:50:16,NA,False,Live Registry
1,394,C:\Windows\System32\WUDFHost.exe,2019-12-07 09:08:58,NA,False,Live Registry
1,395,C:\WINDOWS\system32\fontdrvhost.exe,2021-07-22 07:50:19,NA,False,Live Registry
1,396,C:\WINDOWS\system32\lsass.exe,2021-07-22 07:50:18,NA,False,Live Registry
1,397,C:\WINDOWS\system32\services.exe,2021-07-22 07:50:18,NA,False,Live Registry
1,398,C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe,2019-04-11 18:03:58,NA,False,Live Registry
1,399,C:\WINDOWS\SysWOW64\taskkill.exe,2019-12-07 09:10:05,NA,False,Live Registry
1,400,C:\WINDOWS\System32\taskkill.exe,2019-12-07 09:10:05,NA,False,Live Registry
1,401,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.10.7290.0_x64__8wekyb3d8bbwe\Application,2021-08-07 18:17:35,NA,False,Live Registry
1,402,00000009	0004000a1c7a0000	000a00004a610000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	,,NA,False,Live Registry
1,403,C:\Users\john\AppData\Local\Temp\o5w1iqh0.fw4\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\BackgroundDownload.exe,2021-08-07 18:10:58,NA,False,Live Registry
1,404,C:\Users\john\AppData\Local\Temp\8E54BCBA-D639-40CB-81D6-C8E605AB0A7C\dismhost.exe,2021-07-22 07:50:27,NA,False,Live Registry
1,405,C:\WINDOWS\system32\AUDIODG.EXE,2021-07-22 07:49:55,NA,False,Live Registry
1,406,c:\Windows\syswow64\MsiExec.exe,2019-12-07 09:10:02,NA,False,Live Registry
1,407,C:\WINDOWS\system32\msiexec.exe,2019-12-07 09:09:44,NA,False,Live Registry
1,408,C:\Program Files\Common Files\Microsoft Shared\ClickToRun\Updates\16.0.14228.20226\OfficeClickToRun.exe,2021-07-30 11:07:12,NA,False,Live Registry
1,409,C:\WINDOWS\system32\schtasks.exe,2021-07-22 07:50:22,NA,False,Live Registry
1,410,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\92.0.902.67\Installer\setup.exe,2021-08-07 14:29:46,NA,False,Live Registry
1,411,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{46FBAD6A-7512-4757-B3E3-301358FE984C}\EDGEMITMP_50225.tmp\setup.exe,2021-08-07 14:30:09,NA,False,Live Registry
1,412,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{46FBAD6A-7512-4757-B3E3-301358FE984C}\MicrosoftEdge_X64_92.0.902.67_92.0.902.62.exe,2021-08-07 14:30:08,NA,False,Live Registry
1,413,C:\Program Files (x86)\Microsoft\Edge\Application\92.0.902.67\Installer\setup.exe,2021-08-07 14:29:46,NA,False,Live Registry
1,414,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{415E6E89-F0EF-4ADB-A474-8C9830026950}\EDGEMITMP_4F293.tmp\setup.exe,2021-08-07 14:29:46,NA,False,Live Registry
1,415,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{415E6E89-F0EF-4ADB-A474-8C9830026950}\MicrosoftEdge_X64_92.0.902.67_92.0.902.62.exe,2021-08-07 14:29:45,NA,False,Live Registry
1,416,C:\WINDOWS\SysWOW64\cmd.exe,2021-07-22 07:50:35,NA,False,Live Registry
